Postal Code,Year,Month,Patient_Count
55129,2024,11,1
55129,2024,12,2
55129,2025,1,1
55130,2018,1,2
55130,2018,2,1
55130,2018,4,1
55130,2018,6,3
55130,2018,7,1
55130,2018,10,4
55130,2019,2,1
55130,2019,3,1
55130,2019,4,1
55130,2019,5,1
55130,2019,6,2
55130,2019,7,2
55130,2019,8,4
55130,2019,10,4
55130,2019,11,4
55130,2019,12,2
55130,2020,1,1
55130,2020,2,2
55130,2020,5,2
55130,2020,7,1
55130,2020,8,2
55130,2020,9,4
55130,2020,11,2
55130,2021,2,2
55130,2021,3,1
55130,2021,4,6
55130,2021,5,1
55130,2021,6,2
55130,2021,7,1
55130,2021,9,2
55130,2021,10,4
55130,2021,11,2
55130,2021,12,1
55130,2022,1,1
55130,2022,2,3
55130,2022,3,3
55130,2022,4,2
55130,2022,6,1
55130,2022,7,1
55130,2022,9,1
55130,2022,10,3
55130,2022,11,3
55130,2023,1,3
55130,2023,2,3
55130,2023,3,1
55130,2023,4,2
55130,2023,6,2
55130,2023,9,1
55130,2023,11,2
55130,2023,12,1
55130,2024,1,2
55130,2024,4,1
55130,2024,6,1
55130,2024,7,1
55130,2024,9,2
55130,2025,3,1
55131,2018,3,1
55131,2018,4,1
55131,2018,5,1
55131,2018,6,1
55131,2018,8,1
55131,2018,9,1
55131,2018,10,1
55131,2018,11,1
55131,2019,1,2
55131,2019,2,1
55131,2019,5,3
55131,2019,8,1
55131,2019,9,2
55131,2019,10,1
55131,2019,11,1
55131,2020,1,1
55131,2020,2,3
55131,2020,3,1
55131,2020,4,3
55131,2020,6,1
55131,2020,8,1
55131,2020,9,1
55131,2020,10,1
55131,2020,11,2
55131,2020,12,1
55131,2021,1,2
55131,2021,2,2
55131,2021,3,1
55131,2021,5,1
55131,2021,8,1
55131,2021,9,2
55131,2021,10,2
55131,2021,12,2
55131,2022,1,1
55131,2022,3,2
55131,2022,4,5
55131,2022,5,1
55131,2022,6,1
55131,2022,8,3
55131,2022,9,2
55131,2022,10,2
55131,2022,11,1
55131,2022,12,1
55131,2023,2,2
55131,2023,3,2
55131,2023,4,2
55131,2023,5,1
55131,2023,7,1
55131,2023,8,2
55131,2023,9,3
55131,2023,10,3
55131,2023,11,2
55131,2023,12,1
55131,2024,2,2
55131,2024,5,2
55131,2024,8,1
55131,2024,12,2
55131,2025,1,1
55131,2025,3,1
55218,2018,4,3
55218,2018,6,3
55218,2018,7,1
55218,2018,8,4
55218,2018,9,2
55218,2018,10,5
55218,2018,11,4
55218,2018,12,6
55218,2019,1,4
55218,2019,2,2
55218,2019,3,3
55218,2019,4,4
55218,2019,5,5
55218,2019,6,2
55218,2019,7,2
55218,2019,8,2
55218,2019,9,4
55218,2019,10,2
55218,2019,11,2
55218,2019,12,1
55218,2020,1,2
55218,2020,2,4
55218,2020,3,3
55218,2020,4,5
55218,2020,5,2
55218,2020,6,8
55218,2020,7,7
55218,2020,8,3
55218,2020,9,5
55218,2020,11,7
55218,2020,12,4
55218,2021,2,6
55218,2021,3,6
55218,2021,4,3
55218,2021,5,3
55218,2021,6,4
55218,2021,8,1
55218,2021,9,2
55218,2021,10,3
55218,2021,11,2
55218,2021,12,3
55218,2022,1,2
55218,2022,2,7
55218,2022,3,3
55218,2022,4,1
55218,2022,5,2
55218,2022,7,4
55218,2022,8,7
55218,2022,9,4
55218,2022,10,1
55218,2022,12,3
55218,2023,1,6
55218,2023,2,1
55218,2023,3,4
55218,2023,4,1
55218,2023,5,1
55218,2023,6,3
55218,2023,7,2
55218,2023,8,2
55218,2023,9,3
55218,2023,10,4
55218,2023,12,5
55218,2024,2,1
55218,2024,3,3
55218,2024,4,1
55218,2024,5,2
55218,2024,6,2
55218,2024,7,4
55218,2024,9,1
55218,2024,10,3
55218,2024,11,1
55218,2025,1,3
55218,2025,2,1
55218,2025,3,3
55232,2018,3,3
55232,2018,4,1
55232,2018,5,3
55232,2018,6,6
55232,2018,7,1
55232,2018,8,3
55232,2018,9,1
55232,2018,11,1
55232,2018,12,1
55232,2019,1,5
55232,2019,2,3
55232,2019,3,1
55232,2019,4,2
55232,2019,6,3
55232,2019,7,4
55232,2019,8,3
55232,2019,9,2
55232,2019,10,2
55232,2019,11,3
55232,2019,12,4
55232,2020,1,3
55232,2020,2,3
55232,2020,3,3
55232,2020,5,3
55232,2020,6,1
55232,2020,7,3
55232,2020,9,1
55232,2020,11,5
55232,2020,12,1
55232,2021,1,2
55232,2021,2,3
55232,2021,3,2
55232,2021,4,3
55232,2021,5,3
55232,2021,6,3
55232,2021,8,1
55232,2021,9,3
55232,2021,10,2
55232,2021,11,2
55232,2022,1,1
55232,2022,2,1
55232,2022,3,2
55232,2022,5,1
55232,2022,6,4
55232,2022,7,4
55232,2022,8,2
55232,2022,9,2
55232,2022,10,2
55232,2022,11,2
55232,2022,12,6
55232,2023,1,3
55232,2023,2,1
55232,2023,3,4
55232,2023,4,1
55232,2023,5,3
55232,2023,6,1
55232,2023,7,1
55232,2023,8,2
55232,2023,9,1
55232,2023,10,2
55232,2023,11,4
55232,2023,12,3
55232,2024,1,3
55232,2024,2,1
55232,2024,3,2
55232,2024,4,2
55232,2024,6,1
55232,2024,7,2
55232,2024,9,2
55232,2024,10,1
55232,2024,11,1
55232,2024,12,2
55232,2025,1,1
55232,2025,3,1
55232,2025,4,2
55232,2025,5,1
55234,2018,3,1
55234,2018,4,1
55234,2018,6,2
55234,2018,7,2
55234,2018,8,3
55234,2018,11,1
55234,2018,12,1
55234,2019,1,3
55234,2019,5,1
55234,2019,7,2
55234,2019,8,5
55234,2019,10,1
55234,2019,11,1
55234,2020,1,1
55234,2020,2,2
55234,2020,3,1
55234,2020,5,8
55234,2020,6,7
55234,2020,7,2
55234,2020,8,2
55234,2020,9,2
55234,2020,10,1
55234,2020,11,1
55234,2020,12,1
55234,2021,1,1
55234,2021,2,2
55234,2021,3,1
55234,2021,4,1
55234,2021,5,6
55234,2021,6,1
55234,2021,7,1
55234,2021,8,1
55234,2021,9,2
55234,2021,10,1
55234,2021,11,2
55234,2021,12,1
55234,2022,1,1
55234,2022,2,5
55234,2022,3,3
55234,2022,4,4
55234,2022,5,2
55234,2022,6,1
55234,2022,7,1
55234,2022,10,2
55234,2022,11,2
55234,2022,12,5
55234,2023,1,1
55234,2023,2,1
55234,2023,4,2
55234,2023,5,2
55234,2023,6,2
55234,2023,9,2
55234,2023,10,1
55234,2023,11,1
55234,2023,12,3
55234,2024,1,1
55234,2024,6,1
55234,2024,7,1
55234,2024,8,1
55234,2024,9,1
55234,2024,10,1
55234,2024,12,1
55234,2025,1,1
55234,2025,3,1
55234,2025,4,1
55237,2018,4,1
55237,2018,7,1
55237,2018,12,1
55237,2020,2,1
55237,2020,6,1
55237,2021,2,1
55237,2021,3,2
55237,2021,5,1
55237,2021,7,1
55237,2021,8,1
55237,2021,9,1
55237,2021,10,2
55237,2022,1,1
55237,2022,3,2
55237,2022,8,2
55237,2022,10,1
55237,2022,11,1
55237,2023,3,1
55237,2023,5,2
55237,2023,6,1
55237,2023,8,1
55237,2024,2,2
55237,2024,10,1
55239,2018,6,1
55239,2019,3,1
55239,2019,4,1
55239,2019,5,1
55239,2019,7,2
55239,2020,2,1
55239,2020,3,1
55239,2020,4,1
55239,2020,6,1
55239,2020,12,1
55239,2021,10,1
55239,2022,6,1
55239,2022,7,1
55239,2022,11,2
55239,2023,1,1
55239,2023,2,1
55239,2023,10,1
55239,2024,2,1
55246,2018,2,1
55246,2018,3,1
55246,2018,5,1
55246,2018,11,2
55246,2019,1,1
55246,2019,2,3
55246,2019,4,1
55246,2019,11,1
55246,2019,12,1
55246,2020,4,1
55246,2020,5,4
55246,2020,10,1
55246,2021,3,2
55246,2021,4,1
55246,2021,5,2
55246,2021,7,2
55246,2021,8,1
55246,2021,9,2
55246,2021,12,1
55246,2022,1,1
55246,2022,2,2
55246,2022,4,2
55246,2022,8,1
55246,2022,9,1
55246,2022,10,1
55246,2022,11,1
55246,2022,12,1
55246,2023,2,1
55246,2023,3,1
55246,2023,4,3
55246,2023,6,1
55246,2023,10,2
55246,2023,12,1
55246,2024,1,1
55246,2024,2,1
55246,2024,4,1
55246,2024,7,1
55252,2018,7,1
55252,2018,10,1
55252,2018,12,1
55252,2019,2,1
55252,2019,5,1
55252,2019,7,4
55252,2019,8,2
55252,2019,10,1
55252,2020,1,1
55252,2020,7,1
55252,2020,10,1
55252,2021,1,1
55252,2021,5,1
55252,2021,7,1
55252,2021,8,1
55252,2021,12,1
55252,2022,4,1
55252,2022,7,1
55252,2022,9,1
55252,2022,12,1
55252,2023,2,1
55252,2023,4,2
55252,2023,6,1
55252,2024,2,1
55252,2025,1,1
55257,2018,2,1
55257,2018,4,3
55257,2018,5,1
55257,2018,8,1
55257,2018,9,1
55257,2018,10,1
55257,2019,1,3
55257,2019,2,1
55257,2019,4,1
55257,2019,6,1
55257,2019,7,1
55257,2019,9,1
55257,2019,10,1
55257,2019,11,1
55257,2020,1,2
55257,2020,2,2
55257,2020,4,5
55257,2020,5,1
55257,2020,6,1
55257,2020,9,1
55257,2020,10,2
55257,2020,12,3
55257,2021,2,3
55257,2021,4,3
55257,2021,5,1
55257,2021,6,4
55257,2021,7,3
55257,2021,9,1
55257,2021,11,2
55257,2021,12,1
55257,2022,1,2
55257,2022,3,1
55257,2022,4,1
55257,2022,6,2
55257,2022,9,1
55257,2023,1,1
55257,2023,2,2
55257,2023,3,2
55257,2023,6,1
55257,2023,7,1
55257,2023,9,1
55257,2023,10,4
55257,2023,11,1
55257,2024,2,1
55257,2024,4,1
55257,2024,11,1
55262,2018,4,1
55262,2018,5,1
55262,2018,6,1
55262,2018,7,1
55262,2018,11,1
55262,2019,1,1
55262,2019,2,1
55262,2019,3,1
55262,2019,5,3
55262,2020,1,1
55262,2020,4,1
55262,2020,5,2
55262,2020,9,3
55262,2020,12,1
55262,2021,3,1
55262,2021,6,2
55262,2021,8,1
55262,2021,10,1
55262,2021,12,1
55262,2022,1,1
55262,2022,3,1
55262,2022,5,1
55262,2022,7,1
55262,2022,8,2
55262,2022,10,2
55262,2022,11,1
55262,2022,12,1
55262,2023,3,1
55262,2023,4,2
55262,2023,5,3
55262,2023,6,1
55262,2023,7,3
55262,2023,9,1
55262,2023,12,1
55262,2024,3,1
55262,2024,11,2
55262,2025,2,1
55263,2018,9,1
55263,2018,10,1
55263,2019,2,1
55263,2019,4,2
55263,2019,10,1
55263,2019,11,1
55263,2020,5,2
55263,2020,9,2
55263,2021,6,1
55263,2021,7,2
55263,2021,9,1
55263,2021,10,3
55263,2021,11,2
55263,2022,2,2
55263,2022,5,1
55263,2023,3,1
55263,2023,9,1
55263,2023,11,1
55263,2023,12,2
55263,2025,2,1
55263,2025,3,1
55268,2018,1,1
55268,2018,2,1
55268,2018,4,2
55268,2018,5,1
55268,2018,6,1
55268,2018,7,2
55268,2018,9,1
55268,2018,12,1
55268,2019,6,1
55268,2020,1,1
55268,2020,4,1
55268,2020,6,1
55268,2020,8,1
55268,2020,10,3
55268,2020,11,1
55268,2020,12,5
55268,2021,1,1
55268,2021,2,1
55268,2021,3,1
55268,2021,4,1
55268,2021,9,2
55268,2021,10,1
55268,2021,12,1
55268,2022,1,1
55268,2022,3,1
55268,2022,4,1
55268,2022,5,2
55268,2022,6,2
55268,2022,7,2
55268,2022,10,1
55268,2023,1,3
55268,2023,5,2
55268,2023,8,1
55268,2023,10,1
55268,2023,11,1
55268,2023,12,1
55268,2024,7,1
55268,2024,10,1
55268,2025,3,1
55268,2025,4,1
55270,2018,1,1
55270,2018,2,3
55270,2018,3,1
55270,2018,5,2
55270,2018,7,3
55270,2018,8,6
55270,2018,9,1
55270,2018,10,3
55270,2018,11,5
55270,2019,2,6
55270,2019,3,3
55270,2019,4,2
55270,2019,5,3
55270,2019,6,2
55270,2019,7,5
55270,2019,8,2
55270,2019,9,2
55270,2019,10,5
55270,2019,11,1
55270,2020,1,3
55270,2020,2,3
55270,2020,3,1
55270,2020,4,1
55270,2020,6,7
55270,2020,7,2
55270,2020,8,2
55270,2020,9,3
55270,2020,10,3
55270,2020,11,3
55270,2020,12,3
55270,2021,1,4
55270,2021,2,4
55270,2021,3,3
55270,2021,5,2
55270,2021,6,3
55270,2021,7,2
55270,2021,9,1
55270,2021,10,1
55270,2021,11,1
55270,2021,12,1
55270,2022,1,1
55270,2022,2,3
55270,2022,3,1
55270,2022,4,3
55270,2022,6,4
55270,2022,7,1
55270,2022,8,3
55270,2022,9,2
55270,2022,11,1
55270,2023,1,4
55270,2023,2,2
55270,2023,5,2
55270,2023,6,1
55270,2023,7,1
55270,2023,8,2
55270,2023,9,2
55270,2023,10,2
55270,2023,11,5
55270,2024,1,2
55270,2024,2,2
55270,2024,3,2
55270,2024,5,1
55270,2024,8,1
55270,2024,10,3
55270,2024,12,3
55270,2025,1,2
55270,2025,3,2
55270,2025,4,1
55271,2018,3,1
55271,2018,7,1
55271,2018,8,1
55271,2018,11,2
55271,2018,12,1
55271,2019,1,1
55271,2019,4,1
55271,2019,5,2
55271,2019,7,1
55271,2019,11,1
55271,2020,2,1
55271,2020,4,2
55271,2020,5,1
55271,2020,9,1
55271,2020,12,1
55271,2021,4,1
55271,2021,6,2
55271,2021,7,2
55271,2021,10,2
55271,2022,2,2
55271,2022,4,3
55271,2022,5,2
55271,2022,6,1
55271,2022,8,1
55271,2022,10,1
55271,2023,2,3
55271,2023,3,1
55271,2023,4,1
55271,2023,8,1
55271,2023,9,2
55271,2023,11,1
55271,2024,4,1
55271,2024,7,1
55271,2024,8,1
55276,2018,2,1
55276,2018,5,1
55276,2018,8,2
55276,2018,10,1
55276,2018,11,1
55276,2018,12,2
55276,2019,1,1
55276,2019,3,2
55276,2019,4,1
55276,2019,5,2
55276,2019,7,3
55276,2019,10,2
55276,2019,11,3
55276,2020,1,1
55276,2020,2,3
55276,2020,3,2
55276,2020,5,2
55276,2020,6,2
55276,2020,8,1
55276,2020,11,1
55276,2020,12,1
55276,2021,1,2
55276,2021,2,1
55276,2021,3,1
55276,2021,7,1
55276,2021,10,2
55276,2021,12,1
55276,2022,2,2
55276,2022,3,1
55276,2022,5,1
55276,2022,7,2
55276,2022,8,1
55276,2022,9,3
55276,2022,11,2
55276,2023,2,1
55276,2023,3,1
55276,2023,10,2
55276,2023,12,1
55276,2024,2,2
55276,2024,7,1
55276,2025,3,1
55276,2025,4,1
55278,2018,1,1
55278,2018,3,1
55278,2018,4,3
55278,2018,7,1
55278,2018,9,3
55278,2018,12,1
55278,2019,1,2
55278,2019,2,1
55278,2019,3,3
55278,2019,5,1
55278,2019,7,1
55278,2019,9,1
55278,2019,10,1
55278,2020,1,1
55278,2020,4,1
55278,2020,5,3
55278,2020,7,1
55278,2020,9,3
55278,2020,10,3
55278,2020,11,1
55278,2020,12,3
55278,2021,1,1
55278,2021,2,2
55278,2021,5,3
55278,2021,6,2
55278,2021,7,6
55278,2021,8,1
55278,2021,9,2
55278,2021,10,1
55278,2021,12,1
